CLV;CLM;CLI;FEGL;SIGL;PGL;ALGL;MNGL;PFGL;CAGL;MGGL;TIGL;FOGL;Fe3O4GL;G1;G2;G3;G23;G4;FE1;SI1;P1;AL1;MN1;PF1;CA1;MG1;TI1;FO1;Fe3O4_1;FE2;SI2;P2;AL2;MN2;PF2;CA2;MG2;TI2;FO2;Fe3O4_2;FE3;SI3;P3;AL3;MN3;PF3;CA3;MG3;TI3;FO3;Fe3O4_3;FE23;SI23;P23;AL23;MN23;PF23;CA23;MG23;TI23;FO23;Fe3O4_23;FE4;SI4;P4;AL4;MN4;PF4;CA4;MG4;TI4;FO4;Fe3O4_4;FQGL;FQ1;FQ2;FQ3;FQ23;FQ4
IC;IC;IC;36,675;47,188;0,016;0,13;0,01;0,19;0,01;0,131;0,012;-99;0,987;91,7;3;0,7;3,7;4,6;38,02;45,28;0,015;0,11;0,01;0,18;0,01;0,127;0,011;-99;1;37,47;45,86;0,026;0,16;0,01;0,29;0,01;0,164;0,016;-99;1;33,76;49,69;0,063;0,5;0,023;0,37;0,015;0,214;0,021;-99;1,1;36,768;46,585;0,033;0,224;0,012;0,305;0,011;0,173;0,017;-99;1,019;9,79;85,71;0,028;0,45;0,01;0,29;0,022;0,187;0,01;-99;0,7;100,111;100,088;100,109;99,213;99,938;100,719
IC;IC;IC;31,1610;55,337;0,012;0,127;0,01;0,185;0,01;0,177;0,014;-99;0,88;77,9;7,5;1,8;9,3;12,8;32,17;53,92;0,011;0,1;0,01;0,17;0,01;0,186;0,013;-99;0,9;40,45;42,07;0,013;0,1;0,01;0,18;0,01;0,179;0,01;-99;0,8;39,39;43;0,02;0,13;0,013;0,27;0,01;0,204;0,016;-99;0,9;40,245;42,25;0,014;0,106;0,011;0,197;0,01;0,184;0,011;-99;0,819;18,42;73,47;0,015;0,31;0,01;0,27;0,024;0,115;0,01;-99;0,8;100,411;100,399;100,395;99,977;100,314;100,554
IC;IC;IC;27,858;58,625;0,03;0,213;0,016;0,228;0,042;0,177;0,016;-99;0,789;86,7;6,2;1,1;7,3;6;28,56;57,5;0,031;0,21;0,015;0,23;0,045;0,179;0,016;-99;0,8;30,08;55,89;0,031;0,2;0,016;0,21;0,035;0,14;0,022;-99;0,7;31,68;54,22;0,029;0,22;0,044;0,18;0,036;0,186;0,015;-99;0,9;30,321;55,638;0,031;0,203;0,02;0,205;0,035;0,147;0,021;-99;0,73;14,71;78,51;0,02;0,27;0,017;0,22;0,012;0,187;0,012;-99;0,7;99,191;99,075;99,57;100,242;99,671;100,285
IC;IC;IC;34,9230;49,554;0,028;0,268;0,01;0,233;0,019;0,216;0,027;-99;1,028;69,7;8,7;2,9;11,6;18,7;37,99;45,34;0,028;0,24;0,01;0,2;0,022;0,203;0,03;-99;1,1;47,71;31,18;0,041;0,24;0,01;0,34;0,014;0,195;0,025;-99;1,1;42,1;38,84;0,05;0,36;0,026;0,35;0,01;0,225;0,018;-99;1,2;46,308;33,095;0,043;0,27;0,014;0,342;0,013;0,202;0,023;-99;1,125;16,43;75,47;0,019;0,37;0,01;0,29;0,017;0,273;0,01;-99;0,7;100,288;100,388;100,274;100,1;100,229;99,952
IC;IC;IC;32,9040;52,316;0,052;0,219;0,01;0,234;0,072;0,246;0,014;-99;0,79;86,7;6,1;1,2;7,3;6;33,56;51,31;0,054;0,21;0,01;0,23;0,077;0,249;0,013;-99;0,8;35,98;47,74;0,048;0,24;0,01;0,2;0,066;0,269;0,017;-99;0,8;40,85;41,36;0,051;0,3;0,025;0,23;0,057;0,199;0,026;-99;1;36,781;46,691;0,048;0,25;0,012;0,205;0,065;0,257;0,018;-99;0,833;18,71;73,69;0,024;0,31;0,01;0,32;0,017;0,189;0,012;-99;0,6;100,247;100,179;100,068;100,69;100,168;101,335
IC;IC;IC;42,399;38,342;0,014;0,196;0,002;0,255;0,019;0,035;0,03;-99;0,802;87,628;3,041;0,87;3,911;8,461;44,35;35,602;0,013;0,15;0,002;0,247;0,019;0,033;0,031;-99;0,83;54,662;20,873;0,019;0,19;0,002;0,179;0,022;0,022;0,053;-99;1,09;45,323;33,17;0,022;0,6;0,005;0,389;0,017;0,041;0,039;-99;0,73;52,585;23,608;0,02;0,281;0,003;0,226;0,021;0,026;0,05;-99;1,01;17,488;73,53;0,021;0,628;0,002;0,352;0,013;0,062;0,017;-99;0,42;99,502;99,493;99,498;99,086;99,408;99,641
IC;IC;IC;45,706;33,079;0,024;0,426;0,003;0,317;0,039;0,04;0,045;-99;0,597;76,713;5,931;2,039;7,97;15,317;49,885;27,136;0,025;0,379;0,002;0,31;0,045;0,037;0,05;-99;0,63;58,6;14,847;0,027;0,499;0,009;0,29;0,035;0,024;0,063;-99;0,58;53,562;21,815;0,025;0,856;0,014;0,479;0,026;0,029;0,05;-99;0,73;57,311;16,63;0,026;0,59;0,01;0,338;0,033;0,025;0,06;-99;0,618;18,736;71,406;0,018;0,578;0,002;0,341;0,013;0,063;0,014;-99;0,42;99,331;99,316;99,592;99,883;99,665;99,231
IC;IC;IC;35,035;48,51;0,019;0,21;0,002;0,225;0,018;0,034;0,016;-99;1,03;97,172;0,922;0,187;1,109;1,719;35,423;47,966;0,019;0,19;0,002;0,217;0,018;0,033;0,016;-99;1,04;40,415;40,056;0,034;0,687;0,002;0,407;0,021;0,043;0,044;-99;1,09;34,034;47,52;0,056;1,68;0,014;0,948;0,03;0,061;0,037;-99;0,93;39,339;41,315;0,038;0,854;0,004;0,498;0,023;0,046;0,043;-99;1,063;10,34;83,903;0,028;0,896;0,002;0,483;0,014;0,059;0,017;-99;0,42;99,113;99,094;99,082;99,049;99,077;100,207
IF;IGO;IGO;48,249;24,287;0,061;1,797;0,062;3,934;0,015;0,099;0,054;-99;1,109;15,647;18,761;14,071;32,832;51,521;58,643;8,596;0,068;1,573;0,05;5,231;0,012;0,061;0,073;-99;1,82;61,114;7,224;0,051;1,236;0,044;3,423;0,014;0,048;0,043;-99;1,01;58,459;10,629;0,065;1,653;0,062;3,897;0,019;0,082;0,054;-99;0,81;59,976;8,683;0,057;1,415;0,052;3,626;0,016;0,063;0,048;-99;0,924;37,62;38,996;0,061;2,108;0,072;3,737;0,052;0,134;0,016;-99;1,01;99,35;99,545;99,501;100,114;99,765;99,026
IF;IF;IF;39,17;39,951;0,058;0,765;0,052;2,925;0,012;0,071;0,026;-99;0,297;29,92;15,045;8,988;24,033;46,047;45,161;31,724;0,049;0,35;0,039;2,837;0,013;0,04;0,016;-99;0,41;48,773;26,354;0,071;0,529;0,064;3,819;0,01;0,054;0,019;-99;0,61;52,563;19,778;0,072;0,928;0,057;3,288;0,012;0,06;0,031;-99;0,2;50,19;23,895;0,071;0,678;0,061;3,62;0,011;0,056;0,023;-99;0,457;29,526;53,676;0,056;1,081;0,056;2,619;0,034;0,098;0,012;-99;0,14;99,941;99,695;100,74;99,478;100,265;99,929
IGOF;IGO;IGO;41,285;35,474;0,06;0,995;0,067;4,299;0,012;0,129;0,047;-99;0,154;6,541;16,603;9,314;25,917;67,542;51,03;20,126;0,056;0,669;0,064;5,779;0,015;0,103;0,039;-99;0,2;54,56;13,591;0,072;0,795;0,088;6,528;0,018;0,121;0,063;-99;0,2;55,304;13,062;0,078;0,947;0,094;6,233;0,019;0,135;0,053;-99;0,14;54,827;13,401;0,074;0,85;0,09;6,422;0,018;0,126;0,059;-99;0,178;35,145;45,43;0,055;1,083;0,058;3,341;0,043;0,133;0,01;-99;0,14;100,201;99,893;99,392;99,812;99,542;100,483
IGOF;IGO;IGO;44,689;29,581;0,06;1,128;0,045;4,763;0,012;0,11;0,043;-99;0,2;16,037;24,468;10,388;34,856;49,107;57,397;11,142;0,068;0,798;0,05;6,137;0,013;0,091;0,046;-99;0,2;58,85;8,552;0,062;0,724;0,059;5,915;0,016;0,094;0,048;-99;0,2;56,94;11,316;0,073;1,036;0,064;5,776;0,017;0,12;0,058;-99;0,2;58,281;9,376;0,065;0,817;0,06;5,874;0,016;0,102;0,051;-99;0,2;30,891;49,945;0,053;1,457;0,033;3,526;0,037;0,123;0,009;-99;0,2;99,718;100,501;99,698;99,973;99,78;99,419
IGOF;IGO;IGO;50,445;19,2;0,093;1,126;0,052;6,824;0,01;0,026;0,024;-99;0,144;51,07;14,591;6,619;21,21;27,72;49,414;21,562;0,077;0,409;0,039;6,942;0,007;0,015;0,014;-99;0,14;52,194;15,441;0,099;1,117;0,062;8,415;0,009;0,029;0,023;-99;0,14;52,004;15,433;0,097;1,093;0,062;8,136;0,008;0,024;0,023;-99;0,2;52,135;15,439;0,098;1,11;0,062;8,328;0,009;0,027;0,023;-99;0,159;51,053;17,727;0,118;2,458;0,069;5,457;0,042;0,044;0,015;-99;0,14;99,606;99,818;99,958;99,363;99,773;99,088
IGOF;IGO;IGO;30,017;49,048;0,075;2,692;0,035;5,38;0,013;0,067;0,063;-99;0,161;24,83;17,762;10,591;28,353;46,817;32,018;45,399;0,081;2,83;0,04;6,298;0,007;0,058;0,051;-99;0,2;44,116;27,407;0,088;1,275;0,048;6,968;0,01;0,045;0,04;-99;0,14;42,047;27,102;0,116;4,179;0,073;7,752;0,02;0,073;0,089;-99;0,2;43,343;27,293;0,098;2,36;0,057;7,261;0,014;0,055;0,058;-99;0,162;20,885;64,158;0,058;2,82;0,018;3,754;0,073;0,079;0,016;-99;0,14;100,39;100,649;99,076;99,683;99,301;100,911
IGOF;IGO;IGO;40,2510;36,008;0,073;0,495;0,093;5,427;0,013;0,05;0,018;-99;0,284;48,579;21,539;7,514;29,053;22,368;45,3;29,04;0,069;0,377;0,082;5,684;0,015;0,047;0,018;-99;0,41;48,282;22,553;0,086;0,551;0,108;6,612;0,015;0,042;0,023;-99;0,2;45,251;26,146;0,111;0,78;0,145;7,12;0,012;0,047;0,021;-99;0,14;47,498;23,482;0,092;0,61;0,118;6,743;0,014;0,043;0,022;-99;0,184;19,872;67,411;0,056;0,6;0,086;3,159;0,012;0,063;0,005;-99;0,14;99,834;100,196;99,154;99,258;99,179;99,896
IGOF;IGO;IGO;38,648;38,17;0,063;0,778;0,066;5,612;0,014;0,096;0,026;-99;0,165;30,33;26,297;10,787;37,084;32,586;46,808;25,436;0,064;0,587;0,065;6,795;0,015;0,088;0,024;-99;0,2;48,878;21,633;0,069;0,688;0,092;7,076;0,018;0,095;0,026;-99;0,14;45,125;26,774;0,089;1,038;0,102;6,516;0,018;0,109;0,032;-99;0,2;47,786;23,128;0,075;0,79;0,095;6,913;0,018;0,099;0,028;-99;0,157;20,654;67,141;0,048;0,941;0,033;3,031;0,026;0,101;0,007;-99;0,14;100,174;100,09;99,689;99,331;99,585;100,924
IGOF;IGO;IGO;46,288;25,749;0,058;1,612;0,063;5,819;0,015;0,07;0,062;-99;0,167;11,085;27,968;16,656;44,624;44,291;57,116;8,26;0,068;1,191;0,076;7,713;0,016;0,069;0,209;-99;0,14;59,883;6,179;0,066;0,501;0,089;7,215;0,02;0,058;0,043;-99;0,2;49,815;20,567;0,066;1,347;0,073;6,469;0,019;0,075;0,079;-99;0,2;56,125;11,549;0,066;0,817;0,083;6,937;0,02;0,064;0,056;-99;0,2;33,667;44,432;0,047;2,519;0,039;4,22;0,031;0,077;0,01;-99;0,14;99,714;99,366;99,89;100,015;99,936;99,576
IGOF;IGO;IGO;55,33;13,086;0,064;0,973;0,047;6,209;0,017;0,07;0,044;-99;0,323;13,609;40,318;17,79;58,108;28,283;62,018;4,193;0,051;0,535;0,041;6,189;0,017;0,048;0,038;-99;0,61;61,689;3,766;0,06;0,521;0,051;7,011;0,02;0,068;0,04;-99;0,41;59,818;5,531;0,081;0,799;0,064;7,042;0,019;0,064;0,044;-99;0,2;61,116;4,306;0,066;0,606;0,055;7,02;0,02;0,067;0,041;-99;0,346;40,223;35,402;0,065;1,938;0,034;4,55;0,052;0,086;0,011;-99;0,14;99,699;99,836;99,812;99,282;99,648;99,734
IGOF;IGO;IGO;45,661;26,984;0,056;1,464;0,043;5,711;0,013;0,083;0,045;-99;0,557;17,118;33,699;14,48;48,179;34,703;55,479;11,67;0,062;1,146;0,06;6,79;0,014;0,062;0,037;-99;1,42;58,243;8,796;0,059;0,54;0,049;6,826;0,018;0,077;0,055;-99;0,61;55,978;11,194;0,074;0,929;0,066;7,106;0,017;0,082;0,053;-99;0,41;57,562;9,517;0,064;0,657;0,054;6,91;0,018;0,079;0,054;-99;0,55;24,295;58,789;0,043;2,74;0,02;3,514;0,036;0,101;0,007;-99;0,14;99,747;99,208;99,759;99,653;99,729;100,041
IGOF;IGO;IGO;41,9500;32,247;0,1;2,111;0,033;5,11;0,015;0,062;0,043;-99;1,001;17,281;28,183;10,12;38,303;44,416;56,663;11,958;0,106;0,684;0,03;6,357;0,019;0,051;0,037;-99;1,62;57,069;10,697;0,117;0,618;0,045;6,413;0,02;0,046;0,042;-99;1,62;56,057;11,869;0,156;1,15;0,065;6,54;0,021;0,052;0,05;-99;0,81;56,802;11,007;0,127;0,759;0,05;6,447;0,02;0,048;0,044;-99;1,406;23,417;58,457;0,074;3,832;0,02;3,473;0,044;0,078;0,01;-99;0,41;99,8;100,343;99,698;100,24;99,842;99,555
IGOF;IF;IF;32,451;48,657;0,068;1,142;0,056;3,252;0,017;0,023;0,033;-99;0,451;17,173;21,988;8,32;30,308;52,519;44,944;31,337;0,067;0,472;0,05;3,698;0,016;0,014;0,031;-99;1,22;48,945;23,524;0,081;0,543;0,059;4,721;0,02;0,054;0,042;-99;0,61;47,43;26,451;0,106;1,007;0,105;4,988;0,021;0,019;0,047;-99;0,41;48,529;24,328;0,088;0,67;0,072;4,794;0,02;0,044;0,043;-99;0,555;19,087;68,36;0,056;1,633;0,049;2,217;0,028;0,014;0,015;-99;0,14;99,731;100;99,121;100,708;99,556;99,742
IGOF;IGO;IGO;38,5200;35,371;0,128;2,281;0,89;4,896;0,018;0,149;0,143;-99;0,479;38,243;9,831;5,367;15,198;46,559;44,685;22,106;0,196;3,926;0,829;7,196;0,017;0,203;0,261;-99;0,61;52,428;16,957;0,073;1,607;2,169;3,215;0,024;0,014;0,134;-99;1,22;48,167;21,975;0,063;1,867;2,174;3,28;0,025;0,029;0,133;-99;0,61;50,923;18,729;0,069;1,699;2,171;3,238;0,024;0,019;0,134;-99;1,005;29,408;51,698;0,092;1,119;0,521;3,549;0,049;0,148;0,017;-99;0,2;99,357;99,094;99,833;99,104;99,574;99,501
IGOF;IF;IF;35,359;45,796;0,042;0,512;0,504;2,066;0,022;0,024;0,027;-99;0,692;29,343;13,265;8,066;21,331;49,326;41,786;38,948;0,03;0,218;0,252;1,122;0,021;0,04;0,015;-99;0,81;50,81;23,014;0,036;0,361;1,092;2,402;0,024;0,014;0,033;-99;2,07;49,672;22,96;0,048;0,667;1,198;3,287;0,025;0,033;0,043;-99;1,01;50,38;22,994;0,041;0,477;1,132;2,737;0,024;0,021;0,037;-99;1,669;25,041;59,73;0,05;0,703;0,382;2,338;0,03;0,015;0,021;-99;0,2;99,723;100,472;99,912;99,653;99,816;99,239
IGOF;IGO;IGO;38,068;39,634;0,061;0,835;0,866;3,662;0,018;0,026;0,061;-99;0,814;8,571;19,227;15,495;34,722;56,707;44,138;29,2;0,089;0,876;1,556;4,793;0,019;0,048;0,062;-99;2,13;47,741;20,925;0,07;0,78;2,859;6,041;0,027;0,052;0,063;-99;1,42;21,443;63,455;0,056;1,272;0,514;2,885;0,017;0,025;0,053;-99;0,81;36,005;39,904;0,064;1;1,813;4,633;0,023;0,04;0,059;-99;1,148;38,414;41,046;0,055;0,728;0,183;2,896;0,062;0,014;0,015;-99;0,41;99,892;100,242;100,362;99,128;99,583;100,03
IGOF;IF;IF;32,324;49,381;0,055;0,943;0,214;2,833;0,015;0,015;0,048;-99;1,579;19,32;16,192;10,068;26,26;54,42;38,313;40,746;0,056;0,698;0,18;3,055;0,015;0,014;0,064;-99;2,17;62,252;4,964;0,063;0,87;0,045;4,346;0,016;0,014;0,019;-99;3,85;45,214;28,114;0,084;1,388;0,622;4,31;0,022;0,025;0,091;-99;2,03;55,72;13,84;0,071;1,069;0,266;4,332;0,018;0,018;0,047;-99;3,152;18,908;69,597;0,047;0,97;0,201;2,031;0,043;0,014;0,014;-99;0,61;99,797;99,654;99,3;99,518;99,384;100,048
IMNF;IAL;IAL;29,293;49,057;0,08;3,653;0,454;3,876;0,021;0,036;0,451;-99;0,38;33,182;9,949;8,124;18,073;48,745;34,594;36,595;0,11;5,816;0,498;5,585;0,02;0,061;0,791;-99;0,41;39,913;33,191;0,078;4,549;0,459;3,823;0,026;0,077;0,68;-99;0,81;36,804;39,461;0,068;3,276;0,625;3,352;0,025;0,014;0,432;-99;0,81;38,515;36,009;0,074;3,977;0,534;3,611;0,026;0,049;0,569;-99;0,81;22,266;62,377;0,063;2,06;0,394;2,81;0,177;0,014;0,019;-99;0,2;99,731;99,208;100,153;100,114;100,137;99,937
IMNF;IMN;IMN;30,502;45,698;0,091;1,508;3,307;3,697;0,026;0,082;0,075;-99;1,011;48,279;17,956;6,358;24,314;27,407;30,016;45,134;0,1;1,498;4,031;3,949;0,026;0,081;0,069;-99;1,42;39,364;31,52;0,104;1,21;4,105;4,456;0,038;0,096;0,091;-99;1,22;36,869;34,562;0,104;1,573;3,929;4,682;0,034;0,089;0,098;-99;0,81;38,712;32,315;0,104;1,305;4,059;4,515;0,037;0,094;0,093;-99;1,113;24,076;58,562;0,065;1,706;1,363;2,527;0,07;0,074;0,015;-99;0,2;99,62;99,643;99,784;99,605;99,737;99,277
IMNF;IF;IF;29,688;52,297;0,067;1,253;0,519;2,671;0,015;0,073;0,09;-99;0,313;47,412;11,396;6,481;17,877;34,711;28,654;54,318;0,071;0,679;0,484;2,934;0,014;0,07;0,062;-99;0,41;37,022;40,743;0,076;0,853;1,411;3,084;0,023;0,056;0,104;-99;0,2;35,63;42,829;0,085;1,218;0,917;3,364;0,022;0,086;0,126;-99;0,41;36,517;41,499;0,079;0,985;1,232;3,186;0,023;0,067;0,112;-99;0,276;27,584;55,099;0,054;2,175;0,2;2,047;0,117;0,081;0,012;-99;0,2;99,657;99,817;99,782;99,95;99,843;99,343
IMNF;IF;IF;27,941;55,349;0,067;1,448;0,178;2,25;0,015;0,111;0,114;-99;0,145;33,152;7,855;7,267;15,122;51,726;24,08;60,761;0,078;1,627;0,209;2,548;0,015;0,135;0,125;-99;0,14;32,822;47,111;0,068;2,465;0,205;2,199;0,02;0,102;0,13;-99;0,2;31,326;49,213;0,085;1,949;0,214;3,047;0,019;0,134;0,137;-99;0,14;32,103;48,121;0,076;2,217;0,209;2,607;0,02;0,117;0,133;-99;0,171;29,198;53,994;0,058;1,108;0,149;1,954;0,101;0,093;0,014;-99;0,14;99,612;100,082;99,366;99,752;99,551;99,329
IMNF;IF;IF;32,75;49,286;0,055;1,319;0,153;1,781;0,013;0,07;0,109;-99;0,2;28,064;12,029;10,259;22,288;49,648;32,363;48,287;0,084;2,303;0,176;2,843;0,013;0,1;0,191;-99;0,2;44,577;33,171;0,041;1,037;0,221;1,248;0,019;0,037;0,107;-99;0,2;38,966;40,196;0,051;1,574;0,098;1,626;0,022;0,061;0,11;-99;0,2;41,994;36,405;0,046;1,284;0,164;1,422;0,02;0,048;0,108;-99;0,2;28,818;55,634;0,043;0,779;0,134;1,341;0,062;0,062;0,01;-99;0,2;99,716;100,419;99,723;99,535;99,636;99,354
IMNF;IF;IF;42,417;36,498;0,048;0,576;0,083;1,415;0,02;0,034;0,049;-99;0,162;24,752;15,496;11,287;26,783;48,465;39,99;39,01;0,065;0,568;0,092;2,034;0,019;0,04;0,047;-99;0,2;47,815;28,962;0,036;0,406;0,052;1,087;0,022;0,017;0,048;-99;0,14;49,606;27,108;0,037;0,544;0,09;1,066;0,028;0,025;0,066;-99;0,2;48,57;28,181;0,036;0,464;0,068;1,078;0,025;0,02;0,056;-99;0,165;40,256;39,811;0,045;0,642;0,086;1,286;0,047;0,039;0,019;-99;0,14;99,447;99,153;99,048;99,953;99,429;99,607
HCTF;IFR;IFR;59,5000;10,888;0,083;1,13;0,184;2,349;0,025;0,054;0,08;-99;0,193;15,824;11,458;17,674;29,132;55,044;54,997;15,602;0,12;0,952;0,175;3,869;0,024;0,054;0,063;-99;0,2;58,711;13,514;0,044;0,868;0,06;1,359;0,027;0,02;0,076;-99;0,14;60,232;10,2;0,049;1,3;0,09;1,598;0,03;0,037;0,099;-99;0,2;59,634;11,503;0,047;1,13;0,078;1,504;0,029;0,03;0,09;-99;0,176;60,723;9,208;0,092;1,181;0,242;2,359;0,08;0,067;0,024;-99;0,2;100,015;99,687;99,977;99,599;99,747;100,251
ICTF;IF;IF;43,51;34,749;0,063;0,746;0,146;1,762;0,022;0,054;0,059;-99;0,178;23,653;13,392;11,865;25,257;51,09;39,826;38,977;0,074;0,478;0,111;2,46;0,02;0,052;0,034;-99;0,14;44,268;35,268;0,036;0,386;0,052;0,988;0,024;0,032;0,039;-99;0,14;44,754;32,776;0,048;1,046;0,117;1,336;0,031;0,046;0,063;-99;0,2;44,496;34,097;0,042;0,696;0,083;1,151;0,027;0,039;0,05;-99;0,168;44,727;33,113;0,068;0,894;0,193;1,741;0,074;0,062;0,021;-99;0,2;99,922;99,268;100,172;99,537;99,874;100,249
ICTC;IF;IF;28,192;56,671;0,055;0,942;0,081;1,836;0,016;0,062;0,113;-99;0,178;43,983;12,699;7,278;19,977;36,04;28,547;55,373;0,071;1,215;0,088;2,769;0,015;0,069;0,177;-99;0,2;36,954;45,84;0,031;0,377;0,023;0,822;0,021;0,031;0,057;-99;0,2;37,133;45,419;0,04;0,742;0,049;1,004;0,024;0,054;0,083;-99;0,2;37,019;45,687;0,034;0,51;0,032;0,888;0,022;0,039;0,066;-99;0,2;22,867;64,344;0,048;0,849;0,098;1,222;0,062;0,067;0,014;-99;0,14;100,172;100,701;100,075;100,563;100,25;99,483
IMNF;IF;IF;35,3320;46,129;0,062;1,012;0,299;1,791;0,02;0,053;0,08;-99;0,2;24,648;20,263;10,061;30,324;45,028;32,108;49,219;0,072;1,322;0,329;2,051;0,019;0,068;0,099;-99;0,2;50,312;25,583;0,048;0,187;0,052;1,791;0,025;0,015;0,054;-99;0,2;46,354;29,755;0,066;0,576;0,177;2,412;0,024;0,045;0,098;-99;0,2;48,999;26,967;0,054;0,316;0,093;1,997;0,025;0,025;0,069;-99;0,2;27,892;57,341;0,063;1,31;0,421;1,51;0,077;0,063;0,017;-99;0,2;100,119;99,266;99,756;99,555;99,69;100,876
IS;IF;IF;36,783;46,103;0,015;0,679;0,009;0,263;0,024;0,1;0,032;0,534;-99;38,34;12,07;3,59;15,66;46;51,6;24,8;0,01;0,39;0,01;0,23;0,04;0,1;0,04;0,64;-99;61,3;12,8;0,01;0,49;0,01;0,23;0,03;0,1;0,04;0,5;-99;57,3;16,6;0,02;0,67;0,01;0,38;0,02;0,1;0,06;0,72;-99;60,383;13,671;0,012;0,531;0,01;0,264;0,028;0,1;0,045;0,55;-99;16,4;74,9;0,02;0,97;0,008;0,29;0,02;0,1;0,01;0,44;-99;99,777;99,337;101,311;99,73;100,948;99,744
IC;IC;IC;31,034;55,723;0,061;0,362;0,01;0,104;0,144;0,1;0,027;0,816;-99;70,8;12,84;2,39;15,23;13,97;33,6;52,4;0,06;0,33;0,01;0,12;0,15;0,1;0,03;0,82;-99;35,6;48,5;0,1;0,37;0,01;0,001;0,2;0,1;0,03;0,89;-99;39,4;41,7;0,11;0,83;0,02;0,02;0,22;0,1;0,04;1,04;-99;36,196;47,433;0,102;0,442;0,012;0,001;0,203;0,1;0,032;0,914;-99;12,4;81,6;0,02;0,44;0,01;0,13;0,01;0,1;0,05;0,69;-99;100,89;101,227;100,241;99,402;100,102;100,04
IC;IC;IC;35,7970;47,823;0,019;0,228;0,011;0,028;0,056;0,1;0,02;0,762;-99;71,17;12,57;2,7;15,27;13,56;38,2;44,3;0,02;0,2;0,01;0,01;0,06;0,1;0,02;0,79;-99;40,3;41,4;0,02;0,25;0,01;0,001;0,05;0,1;0,02;0,65;-99;43,9;36,6;0,02;0,21;0,05;0,001;0,05;0,1;0,02;1,05;-99;40,937;40,551;0,02;0,243;0,017;0,001;0,05;0,1;0,02;0,721;-99;17,4;74,5;0,01;0,36;0,01;0,15;0,02;0,1;0,04;0,66;-99;99,404;99,275;99,424;99,738;99,48;100,009
IC;IC;IC;33,3430;52,256;0,039;0,186;0,011;0,031;0,104;0,1;0,01;1,183;-99;78,44;12,21;1,97;14,18;7,38;34,3;50,9;0,04;0,18;0,01;0,03;0,11;0,1;0,01;1,14;-99;34,9;50,5;0,04;0,18;0,01;0,001;0,1;0,1;0,01;1,28;-99;39,7;42,4;0,04;0,17;0,07;0,001;0,1;0,1;0,01;1,65;-99;35,567;49,375;0,04;0,179;0,018;0,001;0,1;0,1;0,01;1,331;-99;18,9;72,2;0,02;0,26;0,01;0,1;0,01;0,1;0,05;1,36;-99;100,323;100,346;100,75;99,538;100,585;99,649
IS;IF;IF;38,21;43,458;0,028;0,684;0,009;0,221;0,035;0,1;0,059;0,832;-99;47,21;17,65;5,31;22,96;29,83;47,3;30,5;0,02;0,57;0,01;0,21;0,03;0,1;0,08;0,81;-99;49,6;26,8;0,04;0,65;0,01;0,17;0,06;0,1;0,07;1,1;-99;48,8;27,3;0,05;0,94;0,01;0,33;0,02;0,1;0,05;1,22;-99;49,415;26,916;0,042;0,717;0,01;0,207;0,051;0,1;0,065;1,128;-99;15,2;76,7;0,03;0,84;0,008;0,25;0,02;0,1;0,03;0,64;-99;99,171;99,083;98,745;98,501;98,688;99,679
IC;IC;IC;37,109;45,984;0,02;0,484;0,011;0,145;0,028;0,1;0,059;0,884;-99;68,18;14,02;2,73;16,75;15,07;42,2;39;0,02;0,45;0,01;0,13;0,03;0,1;0,07;0,97;-99;39,2;42,9;0,02;0,51;0,01;0,14;0,03;0,1;0,06;0,64;-99;39,5;41,3;0,03;0,72;0,03;0,28;0,03;0,1;0,05;0,85;-99;39,249;42,639;0,022;0,544;0,013;0,163;0,03;0,1;0,058;0,674;-99;11,7;81,3;0,02;0,57;0,01;0,19;0,01;0,1;0,02;0,73;-99;99,817;100,064;99,772;98,966;99,64;98,895
IC;IC;IC;33,813;51,687;0,04;0,246;0,011;0,031;0,097;0,1;0,028;0,856;-99;81,12;12,68;1,95;14,63;4,25;34,8;50,3;0,04;0,23;0,01;0,03;0,1;0,1;0,03;0,84;-99;33,1;53;0,04;0,25;0,01;0,001;0,09;0,1;0,02;0,87;-99;35,8;47,4;0,05;0,31;0,05;0,06;0,09;0,1;0,02;1,13;-99;33,46;52,254;0,041;0,258;0,015;0,001;0,09;0,1;0,02;0,905;-99;16,2;76,2;0,03;0,51;0,02;0,12;0,01;0,1;0,06;1;-99;100,542;100,555;100,792;99,217;100,573;100,144
IC;IC;IC;32,812;52,732;0,022;0,259;0,011;0,037;0,038;0,1;0,026;0,756;-99;73,23;13,25;2,18;15,43;11,34;35,7;48,7;0,02;0,23;0,01;0,04;0,04;0,1;0,03;0,73;-99;35,1;49,8;0,03;0,25;0,01;0,02;0,04;0,1;0,02;1,16;-99;34,3;49,6;0,04;0,36;0,04;0,001;0,04;0,1;0,02;1,17;-99;34,987;49,772;0,031;0,266;0,014;0,016;0,04;0,1;0,02;1,161;-99;11,2;82,8;0,02;0,44;0,01;0,05;0,01;0,1;0,02;0,37;-99;100,083;100,158;100,365;99,173;100,195;99,45
